race_id,driver_id,constructor_id,position,q1,q2,q3
2008_1,hamilton,mclaren,1,1:26.572,1:25.187,1:26.714
2008_1,kubica,bmw_sauber,2,1:26.103,1:25.315,1:26.869
2008_1,kovalainen,mclaren,3,1:25.664,1:25.452,1:27.079
2008_1,massa,ferrari,4,1:25.994,1:25.691,1:27.178
2008_1,heidfeld,bmw_sauber,5,1:25.960,1:25.518,1:27.236
2008_1,trulli,toyota,6,1:26.427,1:26.101,1:28.527
2008_1,rosberg,williams,7,1:26.295,1:26.059,1:28.687
2008_1,coulthard,red_bull,8,1:26.381,1:26.063,1:29.041
2008_1,glock,toyota,9,1:26.919,1:26.164,1:29.593
2008_1,vettel,toro_rosso,10,1:26.702,1:25.842,\N
2008_1,barrichello,honda,11,1:26.369,1:26.173,\N
2008_1,alonso,renault,12,1:26.907,1:26.188,\N
2008_1,button,honda,13,1:26.712,1:26.259,\N
2008_1,nakajima,williams,14,1:26.891,1:26.413,\N
2008_1,webber,red_bull,15,1:26.914,\N,\N
2008_1,raikkonen,ferrari,16,1:26.140,\N,\N
2008_1,fisichella,force_india,17,1:27.207,\N,\N
2008_1,bourdais,toro_rosso,18,1:27.446,\N,\N
2008_1,sutil,force_india,19,1:27.859,\N,\N
2008_1,sato,super_aguri,20,1:28.208,\N,\N
2008_1,piquet_jr,renault,21,1:28.330,\N,\N
2008_1,davidson,super_aguri,22,1:29.059,\N,\N
2008_2,massa,ferrari,1,1:35.347,1:34.412,1:35.748
2008_2,raikkonen,ferrari,2,1:35.645,1:34.188,1:36.230
2008_2,kovalainen,mclaren,3,1:35.227,1:34.759,1:36.613
2008_2,hamilton,mclaren,4,1:35.392,1:34.627,1:36.709
2008_2,trulli,toyota,5,1:35.205,1:34.960,1:36.711
2008_2,kubica,bmw_sauber,6,1:35.794,1:34.811,1:36.727
2008_2,heidfeld,bmw_sauber,7,1:35.729,1:34.648,1:36.753
2008_2,webber,red_bull,8,1:35.440,1:34.967,1:37.009
2008_2,alonso,renault,9,1:35.983,1:35.140,1:38.450
2008_2,glock,toyota,10,1:35.891,1:35.000,1:39.656
2008_2,button,honda,11,1:35.847,1:35.208,\N
2008_2,coulthard,red_bull,12,1:36.058,1:35.408,\N
2008_2,piquet_jr,renault,13,1:36.074,1:35.562,\N
2008_2,barrichello,honda,14,1:36.198,1:35.622,\N
2008_2,vettel,toro_rosso,15,1:36.111,1:35.648,\N
2008_2,rosberg,williams,16,1:35.843,1:35.670,\N
2008_2,fisichella,force_india,17,1:36.240,\N,\N
2008_2,nakajima,williams,18,1:36.388,\N,\N
2008_2,bourdais,toro_rosso,19,1:36.677,\N,\N
2008_2,sato,super_aguri,20,1:37.087,\N,\N
2008_2,sutil,force_india,21,1:37.101,\N,\N
2008_2,davidson,super_aguri,22,1:37.481,\N,\N
2008_3,kubica,bmw_sauber,1,1:32.893,1:31.745,1:33.096
2008_3,massa,ferrari,2,1:31.937,1:31.188,1:33.123
2008_3,hamilton,mclaren,3,1:32.750,1:31.922,1:33.292
2008_3,raikkonen,ferrari,4,1:32.652,1:31.933,1:33.418
2008_3,kovalainen,mclaren,5,1:33.057,1:31.718,1:33.488
2008_3,heidfeld,bmw_sauber,6,1:33.137,1:31.909,1:33.737
2008_3,trulli,toyota,7,1:32.493,1:32.159,1:33.994
2008_3,rosberg,williams,8,1:32.903,1:32.185,1:34.015
2008_3,button,honda,9,1:32.793,1:32.362,1:35.057
2008_3,alonso,renault,10,1:32.947,1:32.345,1:35.115
2008_3,webber,red_bull,11,1:33.194,1:32.371,\N
2008_3,barrichello,honda,12,1:32.944,1:32.508,\N
2008_3,glock,toyota,13,1:32.800,1:32.528,\N
2008_3,piquet_jr,renault,14,1:32.975,1:32.790,\N
2008_3,bourdais,toro_rosso,15,1:33.415,1:32.915,\N
2008_3,nakajima,williams,16,1:33.386,1:32.943,\N
2008_3,coulthard,red_bull,17,1:33.433,\N,\N
2008_3,fisichella,force_india,18,1:33.501,\N,\N
2008_3,vettel,toro_rosso,19,1:33.562,\N,\N
2008_3,sutil,force_india,20,1:33.845,\N,\N
2008_3,davidson,super_aguri,21,1:34.140,\N,\N
2008_3,sato,super_aguri,22,1:35.725,\N,\N
2008_4,raikkonen,ferrari,1,1:20.701,1:20.784,1:21.813
2008_4,alonso,renault,2,1:21.347,1:20.804,1:21.904
2008_4,massa,ferrari,3,1:21.528,1:20.584,1:22.058
2008_4,kubica,bmw_sauber,4,1:21.423,1:20.597,1:22.065
2008_4,hamilton,mclaren,5,1:21.366,1:20.825,1:22.096
2008_4,kovalainen,mclaren,6,1:21.430,1:20.817,1:22.231
2008_4,webber,red_bull,7,1:21.494,1:20.984,1:22.429
2008_4,trulli,toyota,8,1:21.158,1:20.907,1:22.529
2008_4,heidfeld,bmw_sauber,9,1:21.466,1:20.815,1:22.542
2008_4,piquet_jr,renault,10,1:21.409,1:20.894,1:22.699
2008_4,barrichello,honda,11,1:21.548,1:21.049,\N
2008_4,nakajima,williams,12,1:21.690,1:21.117,\N
2008_4,button,honda,13,1:21.757,1:21.211,\N
2008_4,glock,toyota,14,1:21.427,1:21.230,\N
2008_4,rosberg,williams,15,1:21.472,1:21.349,\N
2008_4,bourdais,toro_rosso,16,1:21.540,1:21.724,\N
2008_4,coulthard,red_bull,17,1:21.810,\N,\N
2008_4,vettel,toro_rosso,18,1:22.108,\N,\N
2008_4,fisichella,force_india,19,1:22.516,\N,\N
2008_4,sutil,force_india,20,1:23.224,\N,\N
2008_4,davidson,super_aguri,21,1:23.318,\N,\N
2008_4,sato,super_aguri,22,1:23.496,\N,\N
2008_5,massa,ferrari,1,1:25.994,1:26.192,1:27.617
2008_5,kovalainen,mclaren,2,1:26.736,1:26.290,1:27.808
2008_5,hamilton,mclaren,3,1:26.192,1:26.477,1:27.923
2008_5,raikkonen,ferrari,4,1:26.457,1:26.050,1:27.936
2008_5,kubica,bmw_sauber,5,1:26.761,1:26.129,1:28.390
2008_5,webber,red_bull,6,1:26.773,1:26.466,1:28.417
2008_5,alonso,renault,7,1:26.836,1:26.522,1:28.422
2008_5,trulli,toyota,8,1:26.695,1:26.822,1:28.836
2008_5,heidfeld,bmw_sauber,9,1:27.107,1:27.607,1:28.882
2008_5,coulthard,red_bull,10,1:26.939,1:26.520,1:29.959
2008_5,rosberg,williams,11,1:27.367,1:27.012,\N
2008_5,barrichello,honda,12,1:27.355,1:27.219,\N
2008_5,button,honda,13,1:27.428,1:27.298,\N
2008_5,vettel,toro_rosso,14,1:27.442,1:27.412,\N
2008_5,glock,toyota,15,1:26.614,1:27.806,\N
2008_5,nakajima,williams,16,1:27.547,\N,\N
2008_5,piquet_jr,renault,17,1:27.568,\N,\N
2008_5,bourdais,toro_rosso,18,1:27.621,\N,\N
2008_5,fisichella,force_india,19,1:27.807,\N,\N
2008_5,sutil,force_india,20,1:28.325,\N,\N
2008_6,massa,ferrari,1,1:15.190,1:15.110,1:15.787
2008_6,raikkonen,ferrari,2,1:15.717,1:15.404,1:15.815
2008_6,hamilton,mclaren,3,1:15.582,1:15.322,1:15.839
2008_6,kovalainen,mclaren,4,1:15.295,1:15.389,1:16.165
2008_6,kubica,bmw_sauber,5,1:15.977,1:15.483,1:16.171
2008_6,rosberg,williams,6,1:15.935,1:15.287,1:16.548
2008_6,alonso,renault,7,1:16.646,1:15.827,1:16.852
2008_6,trulli,toyota,8,1:16.306,1:15.598,1:17.203
2008_6,webber,red_bull,9,1:16.074,1:15.745,1:17.343
2008_6,coulthard,red_bull,10,1:16.086,1:15.839,\N
2008_6,glock,toyota,11,1:16.285,1:15.907,\N
2008_6,button,honda,12,1:16.259,1:16.101,\N
2008_6,heidfeld,bmw_sauber,13,1:16.650,1:16.455,\N
2008_6,nakajima,williams,14,1:16.756,1:16.479,\N
2008_6,barrichello,honda,15,1:16.208,1:16.537,\N
2008_6,bourdais,toro_rosso,16,1:16.806,\N,\N
2008_6,piquet_jr,renault,17,1:16.933,\N,\N
2008_6,vettel,toro_rosso,18,1:16.955,\N,\N
2008_6,sutil,force_india,19,1:17.225,\N,\N
2008_6,fisichella,force_india,20,1:17.823,\N,\N
2008_7,hamilton,mclaren,1,1:16.909,1:17.034,1:17.886
2008_7,kubica,bmw_sauber,2,1:17.471,1:17.679,1:18.498
2008_7,raikkonen,ferrari,3,1:17.301,1:17.364,1:18.735
2008_7,alonso,renault,4,1:17.415,1:17.488,1:18.746
2008_7,rosberg,williams,5,1:17.991,1:17.891,1:18.844
2008_7,massa,ferrari,6,1:17.231,1:17.353,1:19.048
2008_7,kovalainen,mclaren,7,1:17.287,1:17.684,1:19.089
2008_7,heidfeld,bmw_sauber,8,1:18.082,1:17.781,1:19.633
2008_7,barrichello,honda,9,1:18.256,1:18.020,1:20.848
2008_7,webber,red_bull,10,1:17.582,1:17.523,\N
2008_7,glock,toyota,11,1:18.321,1:18.031,\N
2008_7,nakajima,williams,12,1:17.638,1:18.062,\N
2008_7,coulthard,red_bull,13,1:18.168,1:18.238,\N
2008_7,trulli,toyota,14,1:18.039,1:18.327,\N
2008_7,piquet_jr,renault,15,1:18.505,1:18.393,\N
2008_7,bourdais,toro_rosso,16,1:18.916,\N,\N
2008_7,sutil,force_india,17,1:19.108,\N,\N
2008_7,fisichella,force_india,18,1:19.165,\N,\N
2008_7,button,honda,19,1:23.565,\N,\N
2008_7,vettel,toro_rosso,20,\N,\N,\N
2008_8,raikkonen,ferrari,1,1:15.133,1:15.161,1:16.449
2008_8,massa,ferrari,2,1:15.024,1:15.041,1:16.490
2008_8,hamilton,mclaren,3,1:15.634,1:15.293,1:16.693
2008_8,alonso,renault,4,1:15.754,1:15.483,1:16.840
2008_8,trulli,toyota,5,1:15.521,1:15.362,1:16.920
2008_8,kovalainen,mclaren,6,1:15.965,1:15.639,1:16.944
2008_8,kubica,bmw_sauber,7,1:15.687,1:15.723,1:17.037
2008_8,webber,red_bull,8,1:16.020,1:15.488,1:17.233
2008_8,coulthard,red_bull,9,1:15.802,1:15.654,1:17.426
2008_8,glock,toyota,10,1:15.727,1:15.558,1:17.596
2008_8,piquet_jr,renault,11,1:15.848,1:15.770,\N
2008_8,heidfeld,bmw_sauber,12,1:16.006,1:15.786,\N
2008_8,vettel,toro_rosso,13,1:15.918,1:15.816,\N
2008_8,bourdais,toro_rosso,14,1:16.072,1:16.045,\N
2008_8,rosberg,williams,15,1:16.085,1:16.235,\N
2008_8,nakajima,williams,16,1:16.243,\N,\N
2008_8,button,honda,17,1:16.306,\N,\N
2008_8,barrichello,honda,18,1:16.330,\N,\N
2008_8,fisichella,force_india,19,1:16.971,\N,\N
2008_8,sutil,force_india,20,1:17.053,\N,\N
2008_9,kovalainen,mclaren,1,1:19.957,1:19.597,1:21.049
2008_9,webber,red_bull,2,1:20.982,1:19.710,1:21.554
2008_9,raikkonen,ferrari,3,1:20.370,1:19.971,1:21.706
2008_9,hamilton,mclaren,4,1:20.288,1:19.537,1:21.835
2008_9,heidfeld,bmw_sauber,5,1:21.022,1:19.802,1:21.873
2008_9,alonso,renault,6,1:20.998,1:19.992,1:22.029
2008_9,piquet_jr,renault,7,1:20.818,1:20.115,1:22.491
2008_9,vettel,toro_rosso,8,1:20.318,1:20.109,1:23.251
2008_9,massa,ferrari,9,1:20.676,1:20.086,1:23.305
2008_9,kubica,bmw_sauber,10,1:20.444,1:19.788,\N
2008_9,coulthard,red_bull,11,1:21.224,1:20.174,\N
2008_9,glock,toyota,12,1:20.893,1:20.274,\N
2008_9,bourdais,toro_rosso,13,1:20.584,1:20.531,\N
2008_9,trulli,toyota,14,1:21.145,1:20.601,\N
2008_9,nakajima,williams,15,1:21.407,1:21.112,\N
2008_9,barrichello,honda,16,1:21.512,\N,\N
2008_9,button,honda,17,1:21.631,\N,\N
2008_9,rosberg,williams,18,1:21.668,\N,\N
2008_9,sutil,force_india,19,1:21.786,\N,\N
2008_9,fisichella,force_india,20,1:21.885,\N,\N
2008_10,hamilton,mclaren,1,1:15.218,1:14.603,1:15.666
2008_10,massa,ferrari,2,1:14.921,1:14.747,1:15.859
2008_10,kovalainen,mclaren,3,1:15.476,1:14.855,1:16.143
2008_10,trulli,toyota,4,1:15.560,1:15.122,1:16.191
2008_10,alonso,renault,5,1:15.917,1:14.943,1:16.385
2008_10,raikkonen,ferrari,6,1:15.201,1:14.949,1:16.389
2008_10,kubica,bmw_sauber,7,1:15.985,1:15.109,1:16.521
2008_10,webber,red_bull,8,1:15.900,1:15.481,1:17.014
2008_10,vettel,toro_rosso,9,1:15.532,1:15.420,1:17.244
2008_10,coulthard,red_bull,10,1:15.975,1:15.338,1:17.503
2008_10,glock,toyota,11,1:15.560,1:15.508,\N
2008_10,heidfeld,bmw_sauber,12,1:15.596,1:15.581,\N
2008_10,rosberg,williams,13,1:15.863,1:15.633,\N
2008_10,button,honda,14,1:15.993,1:15.701,\N
2008_10,bourdais,toro_rosso,15,1:15.927,1:15.858,\N
2008_10,nakajima,williams,16,1:16.083,\N,\N
2008_10,piquet_jr,renault,17,1:16.189,\N,\N
2008_10,barrichello,honda,18,1:16.246,\N,\N
2008_10,sutil,force_india,19,1:16.657,\N,\N
2008_10,fisichella,force_india,20,1:16.963,\N,\N
2008_11,hamilton,mclaren,1,1:19.376,1:19.473,1:20.899
2008_11,kovalainen,mclaren,2,1:19.945,1:19.480,1:21.140
2008_11,massa,ferrari,3,1:19.578,1:19.068,1:21.191
2008_11,kubica,bmw_sauber,4,1:20.053,1:19.776,1:21.281
2008_11,glock,toyota,5,1:19.980,1:19.246,1:21.326
2008_11,raikkonen,ferrari,6,1:20.006,1:19.546,1:21.516
2008_11,alonso,renault,7,1:20.229,1:19.816,1:21.698
2008_11,webber,red_bull,8,1:20.073,1:20.046,1:21.732
2008_11,trulli,toyota,9,1:19.942,1:19.486,1:21.767
2008_11,piquet_jr,renault,10,1:20.583,1:20.131,1:22.371
2008_11,vettel,toro_rosso,11,1:20.157,1:20.144,\N
2008_11,button,honda,12,1:20.888,1:20.332,\N
2008_11,coulthard,red_bull,13,1:20.505,1:20.502,\N
2008_11,bourdais,toro_rosso,14,1:20.640,1:20.963,\N
2008_11,rosberg,williams,15,1:20.748,\N,\N
2008_11,heidfeld,bmw_sauber,16,1:21.045,\N,\N
2008_11,nakajima,williams,17,1:21.085,\N,\N
2008_11,barrichello,honda,18,1:21.332,\N,\N
2008_11,fisichella,force_india,19,1:21.670,\N,\N
2008_11,sutil,force_india,20,1:22.113,\N,\N
2008_12,massa,ferrari,1,1:38.176,1:37.859,1:38.989
2008_12,hamilton,mclaren,2,1:38.464,1:37.954,1:39.199
2008_12,kubica,bmw_sauber,3,1:38.347,1:38.050,1:39.392
2008_12,raikkonen,ferrari,4,1:38.703,1:38.229,1:39.488
2008_12,kovalainen,mclaren,5,1:38.656,1:38.120,1:39.937
2008_12,vettel,toro_rosso,6,1:38.141,1:37.842,1:40.142
2008_12,trulli,toyota,7,1:37.948,1:37.928,1:40.309
2008_12,heidfeld,bmw_sauber,8,1:38.738,1:37.859,1:40.631
2008_12,rosberg,williams,9,1:38.595,1:38.336,1:40.721
2008_12,bourdais,toro_rosso,10,1:38.622,1:38.417,1:40.750
2008_12,nakajima,williams,11,1:38.667,1:38.428,\N
2008_12,alonso,renault,12,1:38.268,1:38.435,\N
2008_12,glock,toyota,13,1:38.532,1:38.499,\N
2008_12,webber,red_bull,14,1:38.559,1:38.515,\N
2008_12,piquet_jr,renault,15,1:38.787,1:38.744,\N
2008_12,button,honda,16,1:38.880,\N,\N
2008_12,coulthard,red_bull,17,1:39.235,\N,\N
2008_12,fisichella,force_india,18,1:39.268,\N,\N
2008_12,barrichello,honda,19,1:39.811,\N,\N
2008_12,sutil,force_india,20,1:39.943,\N,\N
2008_13,hamilton,mclaren,1,1:46.887,1:46.088,1:47.338
2008_13,massa,ferrari,2,1:46.873,1:46.391,1:47.678
2008_13,kovalainen,mclaren,3,1:46.812,1:46.037,1:47.815
2008_13,raikkonen,ferrari,4,1:46.960,1:46.298,1:47.992
2008_13,heidfeld,bmw_sauber,5,1:47.419,1:46.311,1:48.315
2008_13,alonso,renault,6,1:47.154,1:46.491,1:48.504
2008_13,webber,red_bull,7,1:47.270,1:46.814,1:48.736
2008_13,kubica,bmw_sauber,8,1:47.093,1:46.494,1:48.763
2008_13,bourdais,toro_rosso,9,1:46.777,1:46.544,1:48.951
2008_13,vettel,toro_rosso,10,1:47.152,1:46.804,1:50.319
2008_13,trulli,toyota,11,1:47.400,1:46.949,\N
2008_13,piquet_jr,renault,12,1:47.052,1:46.965,\N
2008_13,glock,toyota,13,1:47.359,1:46.995,\N
2008_13,coulthard,red_bull,14,1:47.132,1:47.018,\N
2008_13,rosberg,williams,15,1:47.503,1:47.429,\N
2008_13,barrichello,honda,16,1:48.153,\N,\N
2008_13,button,honda,17,1:48.211,\N,\N
2008_13,sutil,force_india,18,1:48.226,\N,\N
2008_13,nakajima,williams,19,1:48.268,\N,\N
2008_13,fisichella,force_india,20,1:48.447,\N,\N
2008_14,vettel,toro_rosso,1,1:35.464,1:35.837,1:37.555
2008_14,kovalainen,mclaren,2,1:35.214,1:35.843,1:37.631
2008_14,webber,red_bull,3,1:36.001,1:36.306,1:38.117
2008_14,bourdais,toro_rosso,4,1:35.543,1:36.175,1:38.445
2008_14,rosberg,williams,5,1:35.485,1:35.898,1:38.767
2008_14,massa,ferrari,6,1:35.536,1:36.676,1:38.894
2008_14,trulli,toyota,7,1:35.906,1:36.008,1:39.152
2008_14,alonso,renault,8,1:36.297,1:36.518,1:39.751
2008_14,glock,toyota,9,1:35.737,1:36.525,1:39.787
2008_14,heidfeld,bmw_sauber,10,1:35.709,1:36.626,1:39.906
2008_14,kubica,bmw_sauber,11,1:35.553,1:36.697,\N
2008_14,fisichella,force_india,12,1:36.280,1:36.698,\N
2008_14,coulthard,red_bull,13,1:36.485,1:37.284,\N
2008_14,raikkonen,ferrari,14,1:35.965,1:37.522,\N
2008_14,hamilton,mclaren,15,1:35.394,1:39.265,\N
2008_14,barrichello,honda,16,1:36.510,\N,\N
2008_14,piquet_jr,renault,17,1:36.630,\N,\N
2008_14,nakajima,williams,18,1:36.653,\N,\N
2008_14,button,honda,19,1:37.006,\N,\N
2008_14,sutil,force_india,20,1:37.417,\N,\N
2008_15,massa,ferrari,1,1:44.519,1:44.014,1:44.801
2008_15,hamilton,mclaren,2,1:44.501,1:44.932,1:45.465
2008_15,raikkonen,ferrari,3,1:44.282,1:44.232,1:45.617
2008_15,kubica,bmw_sauber,4,1:44.740,1:44.519,1:45.779
2008_15,kovalainen,mclaren,5,1:44.311,1:44.207,1:45.873
2008_15,heidfeld,bmw_sauber,6,1:45.548,1:44.520,1:45.964
2008_15,vettel,toro_rosso,7,1:45.042,1:44.261,1:46.244
2008_15,glock,toyota,8,1:45.184,1:44.441,1:46.328
2008_15,rosberg,williams,9,1:45.103,1:44.429,1:46.611
2008_15,nakajima,williams,10,1:45.127,1:44.826,1:47.547
2008_15,trulli,toyota,11,1:45.642,1:45.038,\N
2008_15,button,honda,12,1:45.660,1:45.133,\N
2008_15,webber,red_bull,13,1:45.493,1:45.212,\N
2008_15,coulthard,red_bull,14,1:46.028,1:45.298,\N
2008_15,alonso,renault,15,1:44.971,\N,\N
2008_15,piquet_jr,renault,16,1:46.037,\N,\N
2008_15,bourdais,toro_rosso,17,1:46.389,\N,\N
2008_15,barrichello,honda,18,1:46.583,\N,\N
2008_15,sutil,force_india,19,1:47.940,\N,\N
2008_15,fisichella,force_india,20,\N,\N,\N
2008_16,hamilton,mclaren,1,1:18.071,1:17.462,1:18.404
2008_16,raikkonen,ferrari,2,1:18.160,1:17.733,1:18.644
2008_16,kovalainen,mclaren,3,1:18.220,1:17.360,1:18.821
2008_16,alonso,renault,4,1:18.290,1:17.871,1:18.852
2008_16,massa,ferrari,5,1:18.110,1:17.287,1:18.874
2008_16,kubica,bmw_sauber,6,1:18.684,1:17.931,1:18.979
2008_16,trulli,toyota,7,1:18.501,1:17.541,1:19.026
2008_16,glock,toyota,8,1:17.945,1:17.670,1:19.118
2008_16,vettel,toro_rosso,9,1:18.559,1:17.714,1:19.638
2008_16,bourdais,toro_rosso,10,1:18.593,1:18.102,1:20.167
2008_16,coulthard,red_bull,11,1:18.303,1:18.187,\N
2008_16,piquet_jr,renault,12,1:18.300,1:18.274,\N
2008_16,webber,red_bull,13,1:18.372,1:18.354,\N
2008_16,nakajima,williams,14,1:18.640,1:18.594,\N
2008_16,rosberg,williams,15,1:18.740,1:18.672,\N
2008_16,heidfeld,bmw_sauber,16,1:18.835,\N,\N
2008_16,barrichello,honda,17,1:18.882,\N,\N
2008_16,button,honda,18,1:19.100,\N,\N
2008_16,sutil,force_india,19,1:19.163,\N,\N
2008_16,fisichella,force_india,20,1:19.910,\N,\N
2008_17,hamilton,mclaren,1,1:35.566,1:34.947,1:36.303
2008_17,raikkonen,ferrari,2,1:35.983,1:35.355,1:36.645
2008_17,massa,ferrari,3,1:35.971,1:35.135,1:36.889
2008_17,alonso,renault,4,1:35.769,1:35.461,1:36.927
2008_17,kovalainen,mclaren,5,1:35.623,1:35.216,1:36.930
2008_17,webber,red_bull,6,1:36.238,1:35.686,1:37.083
2008_17,heidfeld,bmw_sauber,7,1:36.224,1:35.403,1:37.201
2008_17,vettel,toro_rosso,8,1:35.752,1:35.386,1:37.685
2008_17,trulli,toyota,9,1:36.104,1:35.715,1:37.934
2008_17,bourdais,toro_rosso,10,1:36.239,1:35.478,1:38.885
2008_17,piquet_jr,renault,11,1:36.029,1:35.722,\N
2008_17,kubica,bmw_sauber,12,1:36.503,1:35.814,\N
2008_17,glock,toyota,13,1:36.210,1:35.937,\N
2008_17,barrichello,honda,14,1:36.640,1:36.079,\N
2008_17,rosberg,williams,15,1:36.434,1:36.210,\N
2008_17,coulthard,red_bull,16,1:36.731,\N,\N
2008_17,nakajima,williams,17,1:36.863,\N,\N
2008_17,button,honda,18,1:37.053,\N,\N
2008_17,sutil,force_india,19,1:37.730,\N,\N
2008_17,fisichella,force_india,20,1:37.739,\N,\N
2008_18,massa,ferrari,1,1:11.830,1:11.875,1:12.368
2008_18,trulli,toyota,2,1:12.226,1:12.107,1:12.737
2008_18,raikkonen,ferrari,3,1:12.083,1:11.950,1:12.825
2008_18,hamilton,mclaren,4,1:12.213,1:11.856,1:12.830
2008_18,kovalainen,mclaren,5,1:12.366,1:11.768,1:12.917
2008_18,alonso,renault,6,1:12.214,1:12.090,1:12.967
2008_18,vettel,toro_rosso,7,1:12.390,1:11.845,1:13.082
2008_18,heidfeld,bmw_sauber,8,1:12.371,1:12.026,1:13.297
2008_18,bourdais,toro_rosso,9,1:12.498,1:12.075,1:14.105
2008_18,glock,toyota,10,1:12.223,1:11.909,1:14.230
2008_18,piquet_jr,renault,11,1:12.348,1:12.137,\N
2008_18,webber,red_bull,12,1:12.409,1:12.289,\N
2008_18,kubica,bmw_sauber,13,1:12.381,1:12.300,\N
2008_18,coulthard,red_bull,14,1:12.690,1:12.717,\N
2008_18,barrichello,honda,15,1:12.548,1:13.139,\N
2008_18,nakajima,williams,16,1:12.800,\N,\N
2008_18,button,honda,17,1:12.810,\N,\N
2008_18,rosberg,williams,18,1:13.002,\N,\N
2008_18,fisichella,force_india,19,1:13.426,\N,\N
2008_18,sutil,force_india,20,1:13.508,\N,\N
2009_1,button,brawn,1,1:25.211,1:24.855,1:26.202
2009_1,barrichello,brawn,2,1:25.006,1:24.783,1:26.505
2009_1,vettel,red_bull,3,1:25.938,1:25.121,1:26.830
2009_1,kubica,bmw_sauber,4,1:25.922,1:25.152,1:26.914
2009_1,rosberg,williams,5,1:25.846,1:25.123,1:26.973
2009_1,glock,toyota,6,1:25.499,1:25.281,1:26.975
2009_1,massa,ferrari,7,1:25.844,1:25.319,1:27.033
2009_1,trulli,toyota,8,1:26.194,1:25.265,1:27.127
2009_1,raikkonen,ferrari,9,1:25.899,1:25.380,1:27.163
2009_1,webber,red_bull,10,1:25.427,1:25.241,1:27.246
2009_1,heidfeld,bmw_sauber,11,1:25.827,1:25.504,\N
2009_1,alonso,renault,12,1:26.026,1:25.605,\N
2009_1,nakajima,williams,13,1:26.074,1:25.607,\N
2009_1,kovalainen,mclaren,14,1:26.184,1:25.726,\N
2009_1,hamilton,mclaren,15,1:26.454,\N,\N
2009_1,buemi,toro_rosso,16,1:26.503,\N,\N
2009_1,piquet_jr,renault,17,1:26.598,\N,\N
2009_1,fisichella,force_india,18,1:26.677,\N,\N
2009_1,sutil,force_india,19,1:26.742,\N,\N
2009_1,bourdais,toro_rosso,20,1:26.964,\N,\N
2009_2,button,brawn,1,1:35.058,1:33.784,1:35.181
2009_2,trulli,toyota,2,1:34.745,1:33.990,1:35.273
2009_2,vettel,red_bull,3,1:34.935,1:34.276,1:35.518
2009_2,barrichello,brawn,4,1:34.681,1:34.387,1:35.651
2009_2,glock,toyota,5,1:34.907,1:34.258,1:35.690
2009_2,rosberg,williams,6,1:35.083,1:34.547,1:35.750
2009_2,webber,red_bull,7,1:35.027,1:34.222,1:35.797
2009_2,kubica,bmw_sauber,8,1:35.166,1:34.562,1:36.106
2009_2,raikkonen,ferrari,9,1:35.476,1:34.456,1:36.170
2009_2,alonso,renault,10,1:35.260,1:34.706,1:37.659
2009_2,heidfeld,bmw_sauber,11,1:35.110,1:34.769,\N
2009_2,nakajima,williams,12,1:35.341,1:34.788,\N
2009_2,hamilton,mclaren,13,1:35.280,1:34.905,\N
2009_2,kovalainen,mclaren,14,1:35.023,1:34.924,\N
2009_2,bourdais,toro_rosso,15,1:35.507,1:35.431,\N
2009_2,massa,ferrari,16,1:35.642,\N,\N
2009_2,piquet_jr,renault,17,1:35.708,\N,\N
2009_2,fisichella,force_india,18,1:35.908,\N,\N
2009_2,sutil,force_india,19,1:35.951,\N,\N
2009_2,buemi,toro_rosso,20,1:36.107,\N,\N
2009_3,vettel,red_bull,1,1:36.565,1:35.130,1:36.184
2009_3,alonso,renault,2,1:36.443,1:35.803,1:36.381
2009_3,webber,red_bull,3,1:35.751,1:35.173,1:36.466
2009_3,barrichello,brawn,4,1:35.701,1:35.503,1:36.493
2009_3,button,brawn,5,1:35.533,1:35.556,1:36.532
2009_3,trulli,toyota,6,1:36.308,1:35.645,1:36.835
2009_3,rosberg,williams,7,1:35.941,1:35.809,1:37.397
2009_3,raikkonen,ferrari,8,1:36.137,1:35.856,1:38.089
2009_3,hamilton,mclaren,9,1:35.776,1:35.740,1:38.595
2009_3,buemi,toro_rosso,10,1:36.284,1:35.965,1:39.321
2009_3,heidfeld,bmw_sauber,11,1:36.525,1:35.975,\N
2009_3,kovalainen,mclaren,12,1:36.646,1:36.032,\N
2009_3,massa,ferrari,13,1:36.178,1:36.033,\N
2009_3,glock,toyota,14,1:36.364,1:36.066,\N
2009_3,nakajima,williams,15,1:36.673,1:36.193,\N
2009_3,bourdais,toro_rosso,16,1:36.906,\N,\N
2009_3,piquet_jr,renault,17,1:36.908,\N,\N
2009_3,kubica,bmw_sauber,18,1:36.966,\N,\N
2009_3,sutil,force_india,19,1:37.669,\N,\N
2009_3,fisichella,force_india,20,1:37.672,\N,\N
2009_4,trulli,toyota,1,1:32.799,1:32.671,1:33.431
2009_4,glock,toyota,2,1:33.165,1:32.613,1:33.712
2009_4,vettel,red_bull,3,1:32.680,1:32.474,1:34.015
2009_4,button,brawn,4,1:32.978,1:32.842,1:34.044
2009_4,hamilton,mclaren,5,1:32.851,1:32.877,1:34.196
2009_4,barrichello,brawn,6,1:33.116,1:32.842,1:34.239
2009_4,alonso,renault,7,1:33.627,1:32.860,1:34.578
2009_4,massa,ferrari,8,1:33.297,1:33.014,1:34.818
2009_4,rosberg,williams,9,1:33.672,1:33.166,1:35.134
