race_id,driver_id,constructor_id,grid,position,position_order,points,laps,status
2008_1,hamilton,mclaren,1,1,1,10.0,58,Finished
2008_1,heidfeld,bmw_sauber,5,2,2,8.0,58,Finished
2008_1,rosberg,williams,7,3,3,6.0,58,Finished
2008_1,alonso,renault,11,4,4,5.0,58,Finished
2008_1,kovalainen,mclaren,3,5,5,4.0,58,Finished
2008_1,nakajima,williams,13,6,6,3.0,57,+1 Lap
2008_1,bourdais,toro_rosso,17,7,7,2.0,55,Engine
2008_1,raikkonen,ferrari,15,8,8,1.0,53,Engine
2008_1,kubica,bmw_sauber,2,\N,9,0.0,47,Collision
2008_1,glock,toyota,18,\N,10,0.0,43,Accident
2008_1,sato,super_aguri,19,\N,11,0.0,32,Transmission
2008_1,piquet_jr,renault,20,\N,12,0.0,30,Clutch
2008_1,massa,ferrari,4,\N,13,0.0,29,Engine
2008_1,coulthard,red_bull,8,\N,14,0.0,25,Collision
2008_1,trulli,toyota,6,\N,15,0.0,19,Electrical
2008_1,sutil,force_india,22,\N,16,0.0,8,Hydraulics
2008_1,webber,red_bull,14,\N,17,0.0,0,Collision
2008_1,button,honda,12,\N,18,0.0,0,Collision
2008_1,davidson,super_aguri,21,\N,19,0.0,0,Collision
2008_1,vettel,toro_rosso,9,\N,20,0.0,0,Collision
2008_1,fisichella,force_india,16,\N,21,0.0,0,Collision
2008_1,barrichello,honda,10,\N,22,0.0,58,Disqualified
2008_2,raikkonen,ferrari,2,1,1,10.0,56,Finished
2008_2,kubica,bmw_sauber,4,2,2,8.0,56,Finished
2008_2,kovalainen,mclaren,8,3,3,6.0,56,Finished
2008_2,trulli,toyota,3,4,4,5.0,56,Finished
2008_2,hamilton,mclaren,9,5,5,4.0,56,Finished
2008_2,heidfeld,bmw_sauber,5,6,6,3.0,56,Finished
2008_2,webber,red_bull,6,7,7,2.0,56,Finished
2008_2,alonso,renault,7,8,8,1.0,56,Finished
2008_2,coulthard,red_bull,12,9,9,0.0,56,Finished
2008_2,button,honda,11,10,10,0.0,56,Finished
2008_2,piquet_jr,renault,13,11,11,0.0,56,Finished
2008_2,fisichella,force_india,17,12,12,0.0,55,+1 Lap
2008_2,barrichello,honda,14,13,13,0.0,55,+1 Lap
2008_2,rosberg,williams,16,14,14,0.0,55,+1 Lap
2008_2,davidson,super_aguri,21,15,15,0.0,55,+1 Lap
2008_2,sato,super_aguri,19,16,16,0.0,54,+2 Laps
2008_2,nakajima,williams,22,17,17,0.0,54,+2 Laps
2008_2,vettel,toro_rosso,15,\N,18,0.0,39,Engine
2008_2,massa,ferrari,1,\N,19,0.0,30,Spun off
2008_2,sutil,force_india,20,\N,20,0.0,5,Hydraulics
2008_2,glock,toyota,10,\N,21,0.0,1,Collision
2008_2,bourdais,toro_rosso,18,\N,22,0.0,0,Spun off
2008_3,massa,ferrari,2,1,1,10.0,57,Finished
2008_3,raikkonen,ferrari,4,2,2,8.0,57,Finished
2008_3,kubica,bmw_sauber,1,3,3,6.0,57,Finished
2008_3,heidfeld,bmw_sauber,6,4,4,5.0,57,Finished
2008_3,kovalainen,mclaren,5,5,5,4.0,57,Finished
2008_3,trulli,toyota,7,6,6,3.0,57,Finished
2008_3,webber,red_bull,11,7,7,2.0,57,Finished
2008_3,rosberg,williams,8,8,8,1.0,57,Finished
2008_3,glock,toyota,13,9,9,0.0,57,Finished
2008_3,alonso,renault,10,10,10,0.0,57,Finished
2008_3,barrichello,honda,12,11,11,0.0,57,Finished
2008_3,fisichella,force_india,18,12,12,0.0,56,+1 Lap
2008_3,hamilton,mclaren,3,13,13,0.0,56,+1 Lap
2008_3,nakajima,williams,16,14,14,0.0,56,+1 Lap
2008_3,bourdais,toro_rosso,15,15,15,0.0,56,+1 Lap
2008_3,davidson,super_aguri,21,16,16,0.0,56,+1 Lap
2008_3,sato,super_aguri,22,17,17,0.0,56,+1 Lap
2008_3,coulthard,red_bull,17,18,18,0.0,56,+1 Lap
2008_3,sutil,force_india,20,19,19,0.0,56,+2 Laps
2008_3,piquet_jr,renault,14,\N,20,0.0,40,Gearbox
2008_3,button,honda,9,\N,21,0.0,19,Collision
2008_3,vettel,toro_rosso,19,\N,22,0.0,0,Engine
2008_4,raikkonen,ferrari,1,1,1,10.0,66,Finished
2008_4,massa,ferrari,3,2,2,8.0,66,Finished
2008_4,hamilton,mclaren,5,3,3,6.0,66,Finished
2008_4,kubica,bmw_sauber,4,4,4,5.0,66,Finished
2008_4,webber,red_bull,7,5,5,4.0,66,Finished
2008_4,button,honda,13,6,6,3.0,66,Finished
2008_4,nakajima,williams,12,7,7,2.0,66,Finished
2008_4,trulli,toyota,8,8,8,1.0,66,Finished
2008_4,heidfeld,bmw_sauber,9,9,9,0.0,66,Finished
2008_4,fisichella,force_india,19,10,10,0.0,65,+1 Lap
2008_4,glock,toyota,14,11,11,0.0,65,+1 Lap
2008_4,coulthard,red_bull,17,12,12,0.0,65,+1 Lap
2008_4,sato,super_aguri,22,13,13,0.0,65,+1 Lap
2008_4,rosberg,williams,15,\N,14,0.0,41,Engine
2008_4,alonso,renault,2,\N,15,0.0,34,Engine
2008_4,barrichello,honda,11,\N,16,0.0,34,Collision
2008_4,kovalainen,mclaren,6,\N,17,0.0,21,Accident
2008_4,davidson,super_aguri,21,\N,18,0.0,8,Radiator
2008_4,bourdais,toro_rosso,16,\N,19,0.0,7,Collision
2008_4,piquet_jr,renault,10,\N,20,0.0,6,Collision
2008_4,sutil,force_india,20,\N,21,0.0,0,Collision
2008_4,vettel,toro_rosso,18,\N,22,0.0,0,Collision
2008_5,massa,ferrari,1,1,1,10.0,58,Finished
2008_5,hamilton,mclaren,3,2,2,8.0,58,Finished
2008_5,raikkonen,ferrari,4,3,3,6.0,58,Finished
2008_5,kubica,bmw_sauber,5,4,4,5.0,58,Finished
2008_5,heidfeld,bmw_sauber,9,5,5,4.0,58,Finished
2008_5,alonso,renault,7,6,6,3.0,58,Finished
2008_5,webber,red_bull,6,7,7,2.0,58,Finished
2008_5,rosberg,williams,11,8,8,1.0,58,Finished
2008_5,coulthard,red_bull,10,9,9,0.0,58,Finished
2008_5,trulli,toyota,8,10,10,0.0,58,Finished
2008_5,button,honda,13,11,11,0.0,57,+1 Lap
2008_5,kovalainen,mclaren,2,12,12,0.0,57,+1 Lap
2008_5,glock,toyota,15,13,13,0.0,57,+1 Lap
2008_5,barrichello,honda,12,14,14,0.0,57,+1 Lap
2008_5,piquet_jr,renault,17,15,15,0.0,57,+1 Lap
2008_5,sutil,force_india,19,16,16,0.0,57,+1 Lap
2008_5,vettel,toro_rosso,14,17,17,0.0,57,+1 Lap
2008_5,bourdais,toro_rosso,18,\N,18,0.0,24,Suspension
2008_5,nakajima,williams,16,\N,19,0.0,1,Collision
2008_5,fisichella,force_india,20,\N,20,0.0,0,Collision
2008_6,hamilton,mclaren,3,1,1,10.0,76,Finished
2008_6,kubica,bmw_sauber,5,2,2,8.0,76,Finished
2008_6,massa,ferrari,1,3,3,6.0,76,Finished
2008_6,webber,red_bull,9,4,4,5.0,76,Finished
2008_6,vettel,toro_rosso,19,5,5,4.0,76,Finished
2008_6,barrichello,honda,14,6,6,3.0,76,Finished
2008_6,nakajima,williams,13,7,7,2.0,76,Finished
2008_6,kovalainen,mclaren,4,8,8,1.0,76,Finished
2008_6,raikkonen,ferrari,2,9,9,0.0,76,Finished
2008_6,alonso,renault,7,10,10,0.0,75,+1 Lap
2008_6,button,honda,11,11,11,0.0,75,+1 Lap
2008_6,glock,toyota,10,12,12,0.0,75,+1 Lap
2008_6,trulli,toyota,8,13,13,0.0,75,+1 Lap
2008_6,heidfeld,bmw_sauber,12,14,14,0.0,72,+4 Laps
2008_6,sutil,force_india,18,\N,15,0.0,67,Collision
2008_6,rosberg,williams,6,\N,16,0.0,59,Accident
2008_6,piquet_jr,renault,17,\N,17,0.0,47,Accident
2008_6,fisichella,force_india,20,\N,18,0.0,36,Gearbox
2008_6,coulthard,red_bull,15,\N,19,0.0,7,Accident
2008_6,bourdais,toro_rosso,16,\N,20,0.0,7,Collision
2008_7,kubica,bmw_sauber,2,1,1,10.0,70,Finished
2008_7,heidfeld,bmw_sauber,8,2,2,8.0,70,Finished
2008_7,coulthard,red_bull,13,3,3,6.0,70,Finished
2008_7,glock,toyota,11,4,4,5.0,70,Finished
2008_7,massa,ferrari,6,5,5,4.0,70,Finished
2008_7,trulli,toyota,14,6,6,3.0,70,Finished
2008_7,barrichello,honda,9,7,7,2.0,70,Finished
2008_7,vettel,toro_rosso,19,8,8,1.0,70,Finished
2008_7,kovalainen,mclaren,7,9,9,0.0,70,Finished
2008_7,rosberg,williams,5,10,10,0.0,70,Finished
2008_7,button,honda,20,11,11,0.0,70,Finished
2008_7,webber,red_bull,10,12,12,0.0,70,Finished
2008_7,bourdais,toro_rosso,18,13,13,0.0,69,+1 Lap
2008_7,fisichella,force_india,17,\N,14,0.0,51,Spun off
2008_7,nakajima,williams,12,\N,15,0.0,46,Accident
2008_7,alonso,renault,4,\N,16,0.0,44,Spun off
2008_7,piquet_jr,renault,15,\N,17,0.0,43,Brakes
2008_7,raikkonen,ferrari,3,\N,18,0.0,19,Collision
2008_7,hamilton,mclaren,1,\N,19,0.0,19,Collision
2008_7,sutil,force_india,16,\N,20,0.0,13,Gearbox
2008_8,massa,ferrari,2,1,1,10.0,70,Finished
2008_8,raikkonen,ferrari,1,2,2,8.0,70,Finished
2008_8,trulli,toyota,4,3,3,6.0,70,Finished
2008_8,kovalainen,mclaren,10,4,4,5.0,70,Finished
2008_8,kubica,bmw_sauber,5,5,5,4.0,70,Finished
2008_8,webber,red_bull,6,6,6,3.0,70,Finished
2008_8,piquet_jr,renault,9,7,7,2.0,70,Finished
2008_8,alonso,renault,3,8,8,1.0,70,Finished
2008_8,coulthard,red_bull,7,9,9,0.0,70,Finished
2008_8,hamilton,mclaren,13,10,10,0.0,70,Finished
2008_8,glock,toyota,8,11,11,0.0,70,Finished
2008_8,vettel,toro_rosso,12,12,12,0.0,70,Finished
2008_8,heidfeld,bmw_sauber,11,13,13,0.0,70,Finished
2008_8,barrichello,honda,20,14,14,0.0,69,+1 Lap
2008_8,nakajima,williams,15,15,15,0.0,69,+1 Lap
2008_8,rosberg,williams,19,16,16,0.0,69,+1 Lap
2008_8,bourdais,toro_rosso,14,17,17,0.0,69,+1 Lap
2008_8,fisichella,force_india,17,18,18,0.0,69,+1 Lap
2008_8,sutil,force_india,18,19,19,0.0,69,+1 Lap
2008_8,button,honda,16,\N,20,0.0,16,Collision
2008_9,hamilton,mclaren,4,1,1,10.0,60,Finished
2008_9,heidfeld,bmw_sauber,5,2,2,8.0,60,Finished
2008_9,barrichello,honda,16,3,3,6.0,60,Finished
2008_9,raikkonen,ferrari,3,4,4,5.0,59,+1 Lap
2008_9,kovalainen,mclaren,1,5,5,4.0,59,+1 Lap
2008_9,alonso,renault,6,6,6,3.0,59,+1 Lap
2008_9,trulli,toyota,14,7,7,2.0,59,+1 Lap
2008_9,nakajima,williams,15,8,8,1.0,59,+1 Lap
2008_9,rosberg,williams,20,9,9,0.0,59,+1 Lap
2008_9,webber,red_bull,2,10,10,0.0,59,+1 Lap
2008_9,bourdais,toro_rosso,13,11,11,0.0,59,+1 Lap
2008_9,glock,toyota,12,12,12,0.0,59,+1 Lap
2008_9,massa,ferrari,9,13,13,0.0,58,+2 Laps
2008_9,kubica,bmw_sauber,10,\N,14,0.0,39,Spun off
2008_9,button,honda,17,\N,15,0.0,38,Spun off
2008_9,piquet_jr,renault,7,\N,16,0.0,35,Spun off
2008_9,fisichella,force_india,19,\N,17,0.0,16,Spun off
2008_9,sutil,force_india,18,\N,18,0.0,10,Spun off
2008_9,vettel,toro_rosso,8,\N,19,0.0,0,Collision
2008_9,coulthard,red_bull,11,\N,20,0.0,0,Collision
2008_10,hamilton,mclaren,1,1,1,10.0,67,Finished
2008_10,piquet_jr,renault,17,2,2,8.0,67,Finished
2008_10,massa,ferrari,2,3,3,6.0,67,Finished
2008_10,heidfeld,bmw_sauber,12,4,4,5.0,67,Finished
2008_10,kovalainen,mclaren,3,5,5,4.0,67,Finished
2008_10,raikkonen,ferrari,6,6,6,3.0,67,Finished
2008_10,kubica,bmw_sauber,7,7,7,2.0,67,Finished
2008_10,vettel,toro_rosso,9,8,8,1.0,67,Finished
2008_10,trulli,toyota,4,9,9,0.0,67,Finished
2008_10,rosberg,williams,13,10,10,0.0,67,Finished
2008_10,alonso,renault,5,11,11,0.0,67,Finished
2008_10,bourdais,toro_rosso,15,12,12,0.0,67,Finished
2008_10,coulthard,red_bull,10,13,13,0.0,67,Finished
2008_10,nakajima,williams,16,14,14,0.0,67,Finished
2008_10,sutil,force_india,19,15,15,0.0,67,Finished
2008_10,fisichella,force_india,20,16,16,0.0,67,Finished
2008_10,button,honda,14,17,17,0.0,66,+1 Lap
2008_10,barrichello,honda,18,\N,18,0.0,50,Collision
2008_10,webber,red_bull,8,\N,19,0.0,40,Engine
2008_10,glock,toyota,11,\N,20,0.0,35,Suspension
2008_11,kovalainen,mclaren,2,1,1,10.0,70,Finished
2008_11,glock,toyota,5,2,2,8.0,70,Finished
2008_11,raikkonen,ferrari,6,3,3,6.0,70,Finished
2008_11,alonso,renault,7,4,4,5.0,70,Finished
2008_11,hamilton,mclaren,1,5,5,4.0,70,Finished
2008_11,piquet_jr,renault,10,6,6,3.0,70,Finished
2008_11,trulli,toyota,9,7,7,2.0,70,Finished
2008_11,kubica,bmw_sauber,4,8,8,1.0,70,Finished
2008_11,webber,red_bull,8,9,9,0.0,70,Finished
2008_11,heidfeld,bmw_sauber,15,10,10,0.0,70,Finished
2008_11,coulthard,red_bull,13,11,11,0.0,70,Finished
2008_11,button,honda,12,12,12,0.0,69,+1 Lap
2008_11,nakajima,williams,16,13,13,0.0,69,+1 Lap
2008_11,rosberg,williams,14,14,14,0.0,69,+1 Lap
2008_11,fisichella,force_india,18,15,15,0.0,69,+1 Lap
2008_11,barrichello,honda,17,16,16,0.0,68,+2 Laps
2008_11,massa,ferrari,3,17,17,0.0,67,Engine
2008_11,bourdais,toro_rosso,19,18,18,0.0,67,+3 Laps
2008_11,sutil,force_india,20,\N,19,0.0,62,Brakes
2008_11,vettel,toro_rosso,11,\N,20,0.0,22,Overheating
2008_12,massa,ferrari,1,1,1,10.0,57,Finished
2008_12,hamilton,mclaren,2,2,2,8.0,57,Finished
2008_12,kubica,bmw_sauber,3,3,3,6.0,57,Finished
2008_12,kovalainen,mclaren,5,4,4,5.0,57,Finished
2008_12,trulli,toyota,7,5,5,4.0,57,Finished
2008_12,vettel,toro_rosso,6,6,6,3.0,57,Finished
2008_12,glock,toyota,13,7,7,2.0,57,Finished
2008_12,rosberg,williams,9,8,8,1.0,57,Finished
2008_12,heidfeld,bmw_sauber,8,9,9,0.0,57,Finished
2008_12,bourdais,toro_rosso,10,10,10,0.0,57,Finished
2008_12,piquet_jr,renault,15,11,11,0.0,57,Finished
2008_12,webber,red_bull,14,12,12,0.0,56,+1 Lap
2008_12,button,honda,16,13,13,0.0,56,+1 Lap
2008_12,fisichella,force_india,18,14,14,0.0,56,+1 Lap
2008_12,nakajima,williams,11,15,15,0.0,56,+1 Lap
2008_12,barrichello,honda,19,16,16,0.0,56,+1 Lap
2008_12,coulthard,red_bull,17,17,17,0.0,56,+1 Lap
2008_12,raikkonen,ferrari,4,\N,18,0.0,45,Engine
2008_12,sutil,force_india,20,\N,19,0.0,41,Accident
2008_12,alonso,renault,12,\N,20,0.0,0,Collision
2008_13,massa,ferrari,2,1,1,10.0,44,Finished
2008_13,heidfeld,bmw_sauber,5,2,2,8.0,44,Finished
2008_13,hamilton,mclaren,1,3,3,6.0,44,Finished
2008_13,alonso,renault,6,4,4,5.0,44,Finished
2008_13,vettel,toro_rosso,10,5,5,4.0,44,Finished
2008_13,kubica,bmw_sauber,8,6,6,3.0,44,Finished
2008_13,bourdais,toro_rosso,9,7,7,2.0,44,Finished
2008_13,webber,red_bull,7,8,8,1.0,44,Finished
2008_13,glock,toyota,13,9,9,0.0,44,Finished
2008_13,kovalainen,mclaren,3,10,10,0.0,43,Gearbox
2008_13,coulthard,red_bull,14,11,11,0.0,43,+1 Lap
2008_13,rosberg,williams,15,12,12,0.0,43,+1 Lap
2008_13,sutil,force_india,18,13,13,0.0,43,+1 Lap
2008_13,nakajima,williams,19,14,14,0.0,43,+1 Lap
2008_13,button,honda,17,15,15,0.0,43,+1 Lap
2008_13,trulli,toyota,11,16,16,0.0,43,+1 Lap
2008_13,fisichella,force_india,20,17,17,0.0,43,+1 Lap
2008_13,raikkonen,ferrari,4,18,18,0.0,42,Spun off
2008_13,barrichello,honda,16,\N,19,0.0,19,Gearbox
2008_13,piquet_jr,renault,12,\N,20,0.0,13,Spun off
2008_14,vettel,toro_rosso,1,1,1,10.0,53,Finished
2008_14,kovalainen,mclaren,2,2,2,8.0,53,Finished
2008_14,kubica,bmw_sauber,11,3,3,6.0,53,Finished
2008_14,alonso,renault,8,4,4,5.0,53,Finished
2008_14,heidfeld,bmw_sauber,10,5,5,4.0,53,Finished
2008_14,massa,ferrari,6,6,6,3.0,53,Finished
2008_14,hamilton,mclaren,15,7,7,2.0,53,Finished
2008_14,webber,red_bull,3,8,8,1.0,53,Finished
2008_14,raikkonen,ferrari,14,9,9,0.0,53,Finished
2008_14,piquet_jr,renault,17,10,10,0.0,53,Finished
2008_14,glock,toyota,9,11,11,0.0,53,Finished
2008_14,nakajima,williams,18,12,12,0.0,53,Finished
2008_14,trulli,toyota,7,13,13,0.0,53,Finished
2008_14,rosberg,williams,5,14,14,0.0,53,Finished
2008_14,button,honda,19,15,15,0.0,53,Finished
2008_14,coulthard,red_bull,13,16,16,0.0,52,+1 Lap
2008_14,barrichello,honda,16,17,17,0.0,52,+1 Lap
2008_14,bourdais,toro_rosso,4,18,18,0.0,52,+1 Lap
2008_14,sutil,force_india,20,19,19,0.0,51,+2 Laps
2008_14,fisichella,force_india,12,\N,20,0.0,11,Accident
2008_15,alonso,renault,15,1,1,10.0,61,Finished
2008_15,rosberg,williams,8,2,2,8.0,61,Finished
2008_15,hamilton,mclaren,2,3,3,6.0,61,Finished
2008_15,glock,toyota,7,4,4,5.0,61,Finished
2008_15,vettel,toro_rosso,6,5,5,4.0,61,Finished
2008_15,heidfeld,bmw_sauber,9,6,6,3.0,61,Finished
2008_15,coulthard,red_bull,14,7,7,2.0,61,Finished
2008_15,nakajima,williams,10,8,8,1.0,61,Finished
2008_15,button,honda,12,9,9,0.0,61,Finished
2008_15,kovalainen,mclaren,5,10,10,0.0,61,Finished
2008_15,kubica,bmw_sauber,4,11,11,0.0,61,Finished
2008_15,bourdais,toro_rosso,17,12,12,0.0,61,Finished
2008_15,massa,ferrari,1,13,13,0.0,61,Finished
2008_15,fisichella,force_india,20,14,14,0.0,61,Finished
2008_15,raikkonen,ferrari,3,15,15,0.0,57,Accident
2008_15,trulli,toyota,11,\N,16,0.0,50,Hydraulics
2008_15,sutil,force_india,19,\N,17,0.0,49,Accident
2008_15,webber,red_bull,13,\N,18,0.0,29,Transmission
2008_15,barrichello,honda,18,\N,19,0.0,14,Mechanical
2008_15,piquet_jr,renault,16,\N,20,0.0,13,Accident
2008_16,alonso,renault,4,1,1,10.0,67,Finished
2008_16,kubica,bmw_sauber,6,2,2,8.0,67,Finished
2008_16,raikkonen,ferrari,2,3,3,6.0,67,Finished
2008_16,piquet_jr,renault,12,4,4,5.0,67,Finished
2008_16,trulli,toyota,7,5,5,4.0,67,Finished
2008_16,vettel,toro_rosso,9,6,6,3.0,67,Finished
2008_16,massa,ferrari,5,7,7,2.0,67,Finished
2008_16,webber,red_bull,13,8,8,1.0,67,Finished
2008_16,heidfeld,bmw_sauber,16,9,9,0.0,67,Finished
2008_16,bourdais,toro_rosso,10,10,10,0.0,67,Finished
2008_16,rosberg,williams,15,11,11,0.0,67,Finished
2008_16,hamilton,mclaren,1,12,12,0.0,67,Finished
2008_16,barrichello,honda,17,13,13,0.0,66,+1 Lap
2008_16,button,honda,18,14,14,0.0,66,+1 Lap
2008_16,nakajima,williams,14,15,15,0.0,66,+1 Lap
2008_16,fisichella,force_india,20,\N,16,0.0,21,Gearbox
2008_16,kovalainen,mclaren,3,\N,17,0.0,16,Engine
2008_16,sutil,force_india,19,\N,18,0.0,8,Tyre
2008_16,glock,toyota,8,\N,19,0.0,6,Driver Seat
2008_16,coulthard,red_bull,11,\N,20,0.0,0,Collision
2008_17,hamilton,mclaren,1,1,1,10.0,56,Finished
2008_17,massa,ferrari,3,2,2,8.0,56,Finished
2008_17,raikkonen,ferrari,2,3,3,6.0,56,Finished
2008_17,alonso,renault,4,4,4,5.0,56,Finished
2008_17,heidfeld,bmw_sauber,9,5,5,4.0,56,Finished
2008_17,kubica,bmw_sauber,11,6,6,3.0,56,Finished
2008_17,glock,toyota,12,7,7,2.0,56,Finished
2008_17,piquet_jr,renault,10,8,8,1.0,56,Finished
2008_17,vettel,toro_rosso,6,9,9,0.0,56,Finished
2008_17,coulthard,red_bull,15,10,10,0.0,56,Finished
2008_17,barrichello,honda,13,11,11,0.0,56,Finished
2008_17,nakajima,williams,17,12,12,0.0,56,Finished
2008_17,bourdais,toro_rosso,8,13,13,0.0,56,Finished
2008_17,webber,red_bull,16,14,14,0.0,56,Finished
2008_17,rosberg,williams,14,15,15,0.0,55,+1 Lap
2008_17,button,honda,18,16,16,0.0,55,+1 Lap
2008_17,fisichella,force_india,20,17,17,0.0,55,+1 Lap
2008_17,kovalainen,mclaren,5,\N,18,0.0,49,Hydraulics
2008_17,sutil,force_india,19,\N,19,0.0,13,Engine
2008_17,trulli,toyota,7,\N,20,0.0,2,Collision
2008_18,massa,ferrari,1,1,1,10.0,71,Finished
2008_18,alonso,renault,6,2,2,8.0,71,Finished
2008_18,raikkonen,ferrari,3,3,3,6.0,71,Finished
2008_18,vettel,toro_rosso,7,4,4,5.0,71,Finished
2008_18,hamilton,mclaren,4,5,5,4.0,71,Finished
2008_18,glock,toyota,10,6,6,3.0,71,Finished
2008_18,kovalainen,mclaren,5,7,7,2.0,71,Finished
2008_18,trulli,toyota,2,8,8,1.0,71,Finished
2008_18,webber,red_bull,12,9,9,0.0,71,Finished
2008_18,heidfeld,bmw_sauber,8,10,10,0.0,70,+1 Lap
2008_18,kubica,bmw_sauber,13,11,11,0.0,70,+1 Lap
2008_18,rosberg,williams,18,12,12,0.0,70,+1 Lap
2008_18,button,honda,17,13,13,0.0,70,+1 Lap
2008_18,bourdais,toro_rosso,9,14,14,0.0,70,+1 Lap
2008_18,barrichello,honda,15,15,15,0.0,70,+1 Lap
2008_18,sutil,force_india,20,16,16,0.0,69,+2 Laps
2008_18,nakajima,williams,16,17,17,0.0,69,+2 Laps
2008_18,fisichella,force_india,19,18,18,0.0,69,+2 Laps
2008_18,piquet_jr,renault,11,\N,19,0.0,0,Accident
2008_18,coulthard,red_bull,14,\N,20,0.0,0,Collision
2009_1,button,brawn,1,1,1,10.0,58,Finished
2009_1,barrichello,brawn,2,2,2,8.0,58,Finished
2009_1,trulli,toyota,20,3,3,6.0,58,Finished
2009_1,glock,toyota,19,4,4,5.0,58,Finished
2009_1,alonso,renault,10,5,5,4.0,58,Finished
2009_1,rosberg,williams,5,6,6,3.0,58,Finished
2009_1,buemi,toro_rosso,13,7,7,2.0,58,Finished
2009_1,bourdais,toro_rosso,17,8,8,1.0,58,Finished
2009_1,sutil,force_india,16,9,9,0.0,58,Finished
2009_1,heidfeld,bmw_sauber,9,10,10,0.0,58,Finished
2009_1,fisichella,force_india,15,11,11,0.0,58,Finished
2009_1,webber,red_bull,8,12,12,0.0,57,+1 Lap
2009_1,vettel,red_bull,3,13,13,0.0,56,Collision
2009_1,kubica,bmw_sauber,4,14,14,0.0,55,Collision
2009_1,raikkonen,ferrari,7,15,15,0.0,55,Differential
2009_1,massa,ferrari,6,\N,16,0.0,45,Suspension
2009_1,piquet_jr,renault,14,\N,17,0.0,24,Spun off
2009_1,nakajima,williams,11,\N,18,0.0,17,Accident
2009_1,kovalainen,mclaren,12,\N,19,0.0,0,Collision
2009_1,hamilton,mclaren,18,\N,20,0.0,58,Disqualified
2009_2,button,brawn,1,1,1,5.0,31,Finished
2009_2,heidfeld,bmw_sauber,10,2,2,4.0,31,Finished
2009_2,glock,toyota,3,3,3,3.0,31,Finished
2009_2,trulli,toyota,2,4,4,2.5,31,Finished
2009_2,barrichello,brawn,8,5,5,2.0,31,Finished
2009_2,webber,red_bull,5,6,6,1.5,31,Finished
2009_2,hamilton,mclaren,12,7,7,1.0,31,Finished
2009_2,rosberg,williams,4,8,8,0.5,31,Finished
2009_2,massa,ferrari,16,9,9,0.0,31,Finished
2009_2,bourdais,toro_rosso,15,10,10,0.0,31,Finished
2009_2,alonso,renault,9,11,11,0.0,31,+1 Lap
2009_2,nakajima,williams,11,12,12,0.0,31,+1 Lap
2009_2,piquet_jr,renault,17,13,13,0.0,31,+1 Lap
2009_2,raikkonen,ferrari,7,14,14,0.0,31,+1 Lap
2009_2,vettel,red_bull,13,15,15,0.0,30,Spun off
2009_2,buemi,toro_rosso,20,16,16,0.0,30,Spun off
2009_2,sutil,force_india,19,17,17,0.0,30,+1 Lap
2009_2,fisichella,force_india,18,18,18,0.0,29,Spun off
2009_2,kubica,bmw_sauber,6,\N,19,0.0,1,Engine
2009_2,kovalainen,mclaren,14,\N,20,0.0,0,Spun off
2009_3,vettel,red_bull,1,1,1,10.0,56,Finished
2009_3,webber,red_bull,3,2,2,8.0,56,Finished
2009_3,button,brawn,5,3,3,6.0,56,Finished
2009_3,barrichello,brawn,4,4,4,5.0,56,Finished
2009_3,kovalainen,mclaren,12,5,5,4.0,56,Finished
2009_3,hamilton,mclaren,9,6,6,3.0,56,Finished
2009_3,glock,toyota,19,7,7,2.0,56,Finished
2009_3,buemi,toro_rosso,10,8,8,1.0,56,Finished
2009_3,alonso,renault,2,9,9,0.0,56,Finished
2009_3,raikkonen,ferrari,8,10,10,0.0,56,Finished
2009_3,bourdais,toro_rosso,15,11,11,0.0,56,Finished
2009_3,heidfeld,bmw_sauber,11,12,12,0.0,56,Finished
2009_3,kubica,bmw_sauber,17,13,13,0.0,56,Finished
2009_3,fisichella,force_india,20,14,14,0.0,55,+1 Lap
2009_3,rosberg,williams,7,15,15,0.0,55,+1 Lap
2009_3,piquet_jr,renault,16,16,16,0.0,54,+2 Laps
2009_3,sutil,force_india,18,17,17,0.0,50,Spun off
2009_3,nakajima,williams,14,\N,18,0.0,43,Retired
2009_3,massa,ferrari,13,\N,19,0.0,20,Electronics
2009_3,trulli,toyota,6,\N,20,0.0,18,Collision
2009_4,button,brawn,4,1,1,10.0,57,Finished
2009_4,vettel,red_bull,3,2,2,8.0,57,Finished
2009_4,trulli,toyota,1,3,3,6.0,57,Finished
2009_4,hamilton,mclaren,5,4,4,5.0,57,Finished
2009_4,barrichello,brawn,6,5,5,4.0,57,Finished
2009_4,raikkonen,ferrari,10,6,6,3.0,57,Finished
2009_4,glock,toyota,2,7,7,2.0,57,Finished
2009_4,alonso,renault,7,8,8,1.0,57,Finished
2009_4,rosberg,williams,9,9,9,0.0,57,Finished
2009_4,piquet_jr,renault,15,10,10,0.0,57,Finished
2009_4,webber,red_bull,18,11,11,0.0,57,Finished
2009_4,kovalainen,mclaren,11,12,12,0.0,57,Finished
2009_4,bourdais,toro_rosso,20,13,13,0.0,57,Finished
2009_4,massa,ferrari,8,14,14,0.0,56,+1 Lap
2009_4,fisichella,force_india,17,15,15,0.0,56,+1 Lap
2009_4,sutil,force_india,19,16,16,0.0,56,+1 Lap
2009_4,buemi,toro_rosso,16,17,17,0.0,56,+1 Lap
2009_4,kubica,bmw_sauber,13,18,18,0.0,56,+1 Lap
